sequence_summary,representation,weighting,true_label,fea_name,value
p90,standardized,sample_weighted,Surprise,LipStretcherR,-0.3849256594093405
p90,standardized,sample_weighted,Anger,LipSuckLB,0.7936590160283996
p90,standardized,sample_weighted,Disgust,LipSuckLB,0.4057654029136851
p90,standardized,sample_weighted,Fear,LipSuckLB,-0.3829125191173065
p90,standardized,sample_weighted,Happiness,LipSuckLB,0.9974141294566969
p90,standardized,sample_weighted,Neutral,LipSuckLB,-0.6123174894521349
p90,standardized,sample_weighted,Sadness,LipSuckLB,-0.4413124375685148
p90,standardized,sample_weighted,Surprise,LipSuckLB,-0.5284827429781715
p90,standardized,sample_weighted,Anger,LipSuckLT,0.239662873794611
p90,standardized,sample_weighted,Disgust,LipSuckLT,0.5736577035921514
p90,standardized,sample_weighted,Fear,LipSuckLT,-0.4194109655753935
p90,standardized,sample_weighted,Happiness,LipSuckLT,1.0006159303217106
p90,standardized,sample_weighted,Neutral,LipSuckLT,-0.5385754486865599
p90,standardized,sample_weighted,Sadness,LipSuckLT,-0.3398749324799832
p90,standardized,sample_weighted,Surprise,LipSuckLT,-0.45209800619963253
p90,standardized,sample_weighted,Anger,LipSuckRB,0.9088661156561477
p90,standardized,sample_weighted,Disgust,LipSuckRB,0.47259043667313344
p90,standardized,sample_weighted,Fear,LipSuckRB,-0.3815449556094811
p90,standardized,sample_weighted,Happiness,LipSuckRB,0.8328535720991829
p90,standardized,sample_weighted,Neutral,LipSuckRB,-0.6076997655659544
p90,standardized,sample_weighted,Sadness,LipSuckRB,-0.3943291551037273
p90,standardized,sample_weighted,Surprise,LipSuckRB,-0.5209198506018019
p90,standardized,sample_weighted,Anger,LipSuckRT,0.21931505209585006
p90,standardized,sample_weighted,Disgust,LipSuckRT,0.5281415942305887
p90,standardized,sample_weighted,Fear,LipSuckRT,-0.4039535769448736
p90,standardized,sample_weighted,Happiness,LipSuckRT,1.0410852290336838
p90,standardized,sample_weighted,Neutral,LipSuckRT,-0.5254221863263868
p90,standardized,sample_weighted,Sadness,LipSuckRT,-0.3763654346037122
p90,standardized,sample_weighted,Surprise,LipSuckRT,-0.4433829908276327
p90,standardized,sample_weighted,Anger,LipTightenerL,0.6424354203326496
p90,standardized,sample_weighted,Disgust,LipTightenerL,-0.12269090045718199
p90,standardized,sample_weighted,Fear,LipTightenerL,-0.3493909976112015
p90,standardized,sample_weighted,Happiness,LipTightenerL,-0.39622479414564327
p90,standardized,sample_weighted,Neutral,LipTightenerL,-0.4199397605002645
p90,standardized,sample_weighted,Sadness,LipTightenerL,0.6265384410682913
p90,standardized,sample_weighted,Surprise,LipTightenerL,0.3033132883538535
p90,standardized,sample_weighted,Anger,LipTightenerR,0.6680604962585864
p90,standardized,sample_weighted,Disgust,LipTightenerR,-0.12703354920743687
p90,standardized,sample_weighted,Fear,LipTightenerR,-0.33947430566464204
p90,standardized,sample_weighted,Happiness,LipTightenerR,-0.3828165822050792
p90,standardized,sample_weighted,Neutral,LipTightenerR,-0.4066198739929153
p90,standardized,sample_weighted,Sadness,LipTightenerR,0.6375257662203215
p90,standardized,sample_weighted,Surprise,LipTightenerR,0.2448593083993903
p90,standardized,sample_weighted,Anger,LipsToward,0.0014917051241560258
p90,standardized,sample_weighted,Disgust,LipsToward,0.13415858535079347
p90,standardized,sample_weighted,Fear,LipsToward,-0.061722490659689475
p90,standardized,sample_weighted,Happiness,LipsToward,-0.1667977105506745
p90,standardized,sample_weighted,Neutral,LipsToward,-0.459699317930882
p90,standardized,sample_weighted,Sadness,LipsToward,0.006237489202492465
p90,standardized,sample_weighted,Surprise,LipsToward,0.6186847335903303
p90,standardized,sample_weighted,Anger,LowerLipDepressorL,-0.23170227319576955
p90,standardized,sample_weighted,Disgust,LowerLipDepressorL,0.2840055295441883
p90,standardized,sample_weighted,Fear,LowerLipDepressorL,0.3883912750351563
p90,standardized,sample_weighted,Happiness,LowerLipDepressorL,0.7032223143511663
p90,standardized,sample_weighted,Neutral,LowerLipDepressorL,-0.44703201983176527
p90,standardized,sample_weighted,Sadness,LowerLipDepressorL,-0.3379637402539277
p90,standardized,sample_weighted,Surprise,LowerLipDepressorL,-0.3400590760070271
p90,standardized,sample_weighted,Anger,LowerLipDepressorR,-0.23458149459265135
p90,standardized,sample_weighted,Disgust,LowerLipDepressorR,0.28024520855232904
p90,standardized,sample_weighted,Fear,LowerLipDepressorR,0.40969986480272563
p90,standardized,sample_weighted,Happiness,LowerLipDepressorR,0.6880936701509784
p90,standardized,sample_weighted,Neutral,LowerLipDepressorR,-0.44507423995266876
p90,standardized,sample_weighted,Sadness,LowerLipDepressorR,-0.34781872739677233
p90,standardized,sample_weighted,Surprise,LowerLipDepressorR,-0.32923358563402955
p90,standardized,sample_weighted,Anger,MouthLeft,0.5912874149973831
p90,standardized,sample_weighted,Disgust,MouthLeft,0.7302210870661762
p90,standardized,sample_weighted,Fear,MouthLeft,-0.2577398145884965
p90,standardized,sample_weighted,Happiness,MouthLeft,0.13172783195774837
p90,standardized,sample_weighted,Neutral,MouthLeft,-0.45833623939141943
p90,standardized,sample_weighted,Sadness,MouthLeft,-0.2169488461864027
p90,standardized,sample_weighted,Surprise,MouthLeft,-0.17649595701914766
p90,standardized,sample_weighted,Anger,MouthRight,0.2678122325695733
p90,standardized,sample_weighted,Disgust,MouthRight,0.26482434864555876
p90,standardized,sample_weighted,Fear,MouthRight,-0.1413680692660163
p90,standardized,sample_weighted,Happiness,MouthRight,0.058720597548170946
p90,standardized,sample_weighted,Neutral,MouthRight,-0.2505468556371647
p90,standardized,sample_weighted,Sadness,MouthRight,-0.23474583795327245
p90,standardized,sample_weighted,Surprise,MouthRight,0.1526613815955366
p90,standardized,sample_weighted,Anger,NoseWrinklerL,0.9097105469798247
p90,standardized,sample_weighted,Disgust,NoseWrinklerL,1.5270001323152256
p90,standardized,sample_weighted,Fear,NoseWrinklerL,-0.3414751039548003
p90,standardized,sample_weighted,Happiness,NoseWrinklerL,-0.39232128898183405
p90,standardized,sample_weighted,Neutral,NoseWrinklerL,-0.48480713888664906
p90,standardized,sample_weighted,Sadness,NoseWrinklerL,-0.14299770255041275
p90,standardized,sample_weighted,Surprise,NoseWrinklerL,-0.3841775145469424
p90,standardized,sample_weighted,Anger,NoseWrinklerR,0.9123204382603061
p90,standardized,sample_weighted,Disgust,NoseWrinklerR,1.5180701265017988
p90,standardized,sample_weighted,Fear,NoseWrinklerR,-0.3355649084913281
p90,standardized,sample_weighted,Happiness,NoseWrinklerR,-0.41634645649722235
p90,standardized,sample_weighted,Neutral,NoseWrinklerR,-0.48322430421417084
p90,standardized,sample_weighted,Sadness,NoseWrinklerR,-0.11792945617192221
p90,standardized,sample_weighted,Surprise,NoseWrinklerR,-0.3810830585420802
p90,standardized,sample_weighted,Anger,OuterBrowRaiserL,-0.4058996552028405
p90,standardized,sample_weighted,Disgust,OuterBrowRaiserL,-0.32585545905186575
p90,standardized,sample_weighted,Fear,OuterBrowRaiserL,0.725641627677819
p90,standardized,sample_weighted,Happiness,OuterBrowRaiserL,-0.2980433835677699
p90,standardized,sample_weighted,Neutral,OuterBrowRaiserL,-0.4744727270008712
p90,standardized,sample_weighted,Sadness,OuterBrowRaiserL,-0.3381496679895957
p90,standardized,sample_weighted,Surprise,OuterBrowRaiserL,1.0685346015924844
p90,standardized,sample_weighted,Anger,OuterBrowRaiserR,-0.41430028127240753
p90,standardized,sample_weighted,Disgust,OuterBrowRaiserR,-0.32741502596120964
p90,standardized,sample_weighted,Fear,OuterBrowRaiserR,0.7371102671836444
p90,standardized,sample_weighted,Happiness,OuterBrowRaiserR,-0.29729807629388494
p90,standardized,sample_weighted,Neutral,OuterBrowRaiserR,-0.4894761756902438
p90,standardized,sample_weighted,Sadness,OuterBrowRaiserR,-0.3163060198391496
p90,standardized,sample_weighted,Surprise,OuterBrowRaiserR,1.0630893236084078
p90,standardized,sample_weighted,Anger,UpperLidRaiserL,-0.06672678787259687
p90,standardized,sample_weighted,Disgust,UpperLidRaiserL,-0.21756704251914258
p90,standardized,sample_weighted,Fear,UpperLidRaiserL,0.7431842307084772
p90,standardized,sample_weighted,Happiness,UpperLidRaiserL,-0.21887011298860973
p90,standardized,sample_weighted,Neutral,UpperLidRaiserL,-0.39149437679095356
p90,standardized,sample_weighted,Sadness,UpperLidRaiserL,-0.2557750290767099
p90,standardized,sample_weighted,Surprise,UpperLidRaiserL,0.5173904934186997
p90,standardized,sample_weighted,Anger,UpperLidRaiserR,-0.06354116721974916
p90,standardized,sample_weighted,Disgust,UpperLidRaiserR,-0.22055340406005366
p90,standardized,sample_weighted,Fear,UpperLidRaiserR,0.7210393819645406
p90,standardized,sample_weighted,Happiness,UpperLidRaiserR,-0.2530461649912031
p90,standardized,sample_weighted,Neutral,UpperLidRaiserR,-0.34677110392849886
p90,standardized,sample_weighted,Sadness,UpperLidRaiserR,-0.20985364887953314
p90,standardized,sample_weighted,Surprise,UpperLidRaiserR,0.4830773231682747
p90,standardized,sample_weighted,Anger,UpperLipRaiserL,0.3409836304618982
p90,standardized,sample_weighted,Disgust,UpperLipRaiserL,0.9906372346702793
p90,standardized,sample_weighted,Fear,UpperLipRaiserL,-0.24319521375343098
p90,standardized,sample_weighted,Happiness,UpperLipRaiserL,0.8347114910731509
p90,standardized,sample_weighted,Neutral,UpperLipRaiserL,-0.6905556784257598
p90,standardized,sample_weighted,Sadness,UpperLipRaiserL,-0.5672032807824756
p90,standardized,sample_weighted,Surprise,UpperLipRaiserL,-0.4257204214907313
p90,standardized,sample_weighted,Anger,UpperLipRaiserR,0.38124785955976515
p90,standardized,sample_weighted,Disgust,UpperLipRaiserR,1.0263789811634603
p90,standardized,sample_weighted,Fear,UpperLipRaiserR,-0.2147244261785821
p90,standardized,sample_weighted,Happiness,UpperLipRaiserR,0.7523459468037855
p90,standardized,sample_weighted,Neutral,UpperLipRaiserR,-0.693322598874681
p90,standardized,sample_weighted,Sadness,UpperLipRaiserR,-0.558731804074356
p90,standardized,sample_weighted,Surprise,UpperLipRaiserR,-0.4156040891596799
p90,standardized,participant_balanced,Anger,BrowLowererL,1.0425253242611252
p90,standardized,participant_balanced,Disgust,BrowLowererL,1.1496886796392751
p90,standardized,participant_balanced,Fear,BrowLowererL,-0.3544711718402638
p90,standardized,participant_balanced,Happiness,BrowLowererL,-0.40130055802002496
p90,standardized,participant_balanced,Neutral,BrowLowererL,-0.5600486741521274
p90,standardized,participant_balanced,Sadness,BrowLowererL,0.4019256525763748
p90,standardized,participant_balanced,Surprise,BrowLowererL,-0.4915824919160443
p90,standardized,participant_balanced,Anger,BrowLowererR,1.056157899685034
p90,standardized,participant_balanced,Disgust,BrowLowererR,1.1047227842196383
p90,standardized,participant_balanced,Fear,BrowLowererR,-0.32211094325301415
p90,standardized,participant_balanced,Happiness,BrowLowererR,-0.40618001855758906
p90,standardized,participant_balanced,Neutral,BrowLowererR,-0.5520233516742505
p90,standardized,participant_balanced,Sadness,BrowLowererR,0.36985172125484983
p90,standardized,participant_balanced,Surprise,BrowLowererR,-0.4743187303268734
p90,standardized,participant_balanced,Anger,CheekPuffL,0.310048631048757
p90,standardized,participant_balanced,Disgust,CheekPuffL,-0.05874091890369604
p90,standardized,participant_balanced,Fear,CheekPuffL,-0.24849784504711378
p90,standardized,participant_balanced,Happiness,CheekPuffL,-0.2772107402534705
p90,standardized,participant_balanced,Neutral,CheekPuffL,-0.291950255609931
p90,standardized,participant_balanced,Sadness,CheekPuffL,0.47203354301809525
p90,standardized,participant_balanced,Surprise,CheekPuffL,0.0026301026852036777
p90,standardized,participant_balanced,Anger,CheekPuffR,0.3765538376467566
p90,standardized,participant_balanced,Disgust,CheekPuffR,-0.07354433692371935
p90,standardized,participant_balanced,Fear,CheekPuffR,-0.2802509096279264
p90,standardized,participant_balanced,Happiness,CheekPuffR,-0.2782692627633486
p90,standardized,participant_balanced,Neutral,CheekPuffR,-0.319781436563886
p90,standardized,participant_balanced,Sadness,CheekPuffR,0.477547597078383
p90,standardized,participant_balanced,Surprise,CheekPuffR,0.031027702528395016
p90,standardized,participant_balanced,Anger,CheekRaiserL,0.24170857993590333
p90,standardized,participant_balanced,Disgust,CheekRaiserL,0.6519166823999589
p90,standardized,participant_balanced,Fear,CheekRaiserL,-0.5474020232521138
p90,standardized,participant_balanced,Happiness,CheekRaiserL,1.245236141286745
p90,standardized,participant_balanced,Neutral,CheekRaiserL,-0.6233995812177388
p90,standardized,participant_balanced,Sadness,CheekRaiserL,-0.27536478212549037
p90,standardized,participant_balanced,Surprise,CheekRaiserL,-0.5722181061598139
p90,standardized,participant_balanced,Anger,CheekRaiserR,0.19100526456867087
p90,standardized,participant_balanced,Disgust,CheekRaiserR,0.5757668579131056
p90,standardized,participant_balanced,Fear,CheekRaiserR,-0.537179673071768
p90,standardized,participant_balanced,Happiness,CheekRaiserR,1.3169505331829479
p90,standardized,participant_balanced,Neutral,CheekRaiserR,-0.6174378689579008
p90,standardized,participant_balanced,Sadness,CheekRaiserR,-0.2953429255728149
p90,standardized,participant_balanced,Surprise,CheekRaiserR,-0.564960040006605
p90,standardized,participant_balanced,Anger,CheekSuckL,-0.11119421408170406
p90,standardized,participant_balanced,Disgust,CheekSuckL,-0.10007617184235618
p90,standardized,participant_balanced,Fear,CheekSuckL,-0.09628514832329577
p90,standardized,participant_balanced,Happiness,CheekSuckL,-0.11119332377299743
p90,standardized,participant_balanced,Neutral,CheekSuckL,-0.11118890474101725
p90,standardized,participant_balanced,Sadness,CheekSuckL,-0.11118368809171429
p90,standardized,participant_balanced,Surprise,CheekSuckL,0.5301632737585297
p90,standardized,participant_balanced,Anger,CheekSuckR,-0.1026535525250191
p90,standardized,participant_balanced,Disgust,CheekSuckR,-0.09874326423901118
p90,standardized,participant_balanced,Fear,CheekSuckR,-0.09834756710351943
p90,standardized,participant_balanced,Happiness,CheekSuckR,-0.10265183326058337
p90,standardized,participant_balanced,Neutral,CheekSuckR,-0.10294754569537137
p90,standardized,participant_balanced,Sadness,CheekSuckR,-0.10302995410264991
p90,standardized,participant_balanced,Surprise,CheekSuckR,0.4893010354827036
p90,standardized,participant_balanced,Anger,ChinRaiserB,0.9445420949372263
p90,standardized,participant_balanced,Disgust,ChinRaiserB,0.5605418014171973
p90,standardized,participant_balanced,Fear,ChinRaiserB,-0.5246399155253373
p90,standardized,participant_balanced,Happiness,ChinRaiserB,-0.4473929302499683
p90,standardized,participant_balanced,Neutral,ChinRaiserB,-0.6410772880531983
p90,standardized,participant_balanced,Sadness,ChinRaiserB,1.2712217542782027
p90,standardized,participant_balanced,Surprise,ChinRaiserB,-0.5290117239393916
p90,standardized,participant_balanced,Anger,ChinRaiserT,0.9090593901848665
p90,standardized,participant_balanced,Disgust,ChinRaiserT,0.7096792965750081
p90,standardized,participant_balanced,Fear,ChinRaiserT,-0.5058099561315389
p90,standardized,participant_balanced,Happiness,ChinRaiserT,-0.27922682323309955
p90,standardized,participant_balanced,Neutral,ChinRaiserT,-0.8079482512450823
p90,standardized,participant_balanced,Sadness,ChinRaiserT,1.1136187935791366
p90,standardized,participant_balanced,Surprise,ChinRaiserT,-0.5281088045934302
p90,standardized,participant_balanced,Anger,DimplerL,-0.1804565187494925
p90,standardized,participant_balanced,Disgust,DimplerL,-0.05098129667500232
p90,standardized,participant_balanced,Fear,DimplerL,-0.18004786074610543
p90,standardized,participant_balanced,Happiness,DimplerL,1.4707515549212458
p90,standardized,participant_balanced,Neutral,DimplerL,-0.4772691757214535
p90,standardized,participant_balanced,Sadness,DimplerL,-0.47535421541682055
p90,standardized,participant_balanced,Surprise,DimplerL,-0.339863233074681
p90,standardized,participant_balanced,Anger,DimplerR,-0.19060504506452317
p90,standardized,participant_balanced,Disgust,DimplerR,-0.059138584857089546
p90,standardized,participant_balanced,Fear,DimplerR,-0.16429127883877273
p90,standardized,participant_balanced,Happiness,DimplerR,1.4967037288146166
p90,standardized,participant_balanced,Neutral,DimplerR,-0.49294240836038916
p90,standardized,participant_balanced,Sadness,DimplerR,-0.48807405235247087
p90,standardized,participant_balanced,Surprise,DimplerR,-0.339542961989226
p90,standardized,participant_balanced,Anger,EyesClosedL,0.264722354206018
p90,standardized,participant_balanced,Disgust,EyesClosedL,0.7258804406104129
p90,standardized,participant_balanced,Fear,EyesClosedL,-0.20290837692134603
p90,standardized,participant_balanced,Happiness,EyesClosedL,-0.23524640818211381
p90,standardized,participant_balanced,Neutral,EyesClosedL,-0.2646920186494938
p90,standardized,participant_balanced,Sadness,EyesClosedL,0.3862174969779879
p90,standardized,participant_balanced,Surprise,EyesClosedL,-0.1192817285175462
p90,standardized,participant_balanced,Anger,EyesClosedR,0.2881350076591427
p90,standardized,participant_balanced,Disgust,EyesClosedR,0.7284862684286034
p90,standardized,participant_balanced,Fear,EyesClosedR,-0.25470585406149693
